85,37,20,100,100,23,42,95924
71,59,16,100,40,18,42,75802
93,34,20,100,100,23,43,72031
83,34,16,100,100,18,44,109453
92,39,16,100,40,18,44,83397
72,40,20,50,100,23,44,90091
78,37,16,100,100,18,45,117504
79,54,12,100,100,16,44,111741
90,28,20,100,100,23,43,94431
78,43,16,100,60,18,45,110862
73,42,20,100,100,23,44,118423
76,31,16,50,100,18,45,118210
83,41,20,100,100,23,45,85543
84,52,16,100,100,18,44,73152
83,43,16,100,60,18,42,101417
88,54,12,100,100,16,42,78188
83,30,16,100,100,18,42,71707
92,48,16,100,100,18,42,82961
73,44,20,100,100,23,45,97992
86,34,16,100,100,18,44,85703
77,51,16,50,40,18,42,104072
84,40,20,100,100,23,45,93193
93,39,16,100,100,18,44,78788
83,54,12,100,100,16,43,97366
90,45,16,100,100,18,42,95975
6,22,2,25,60,9,45,30673
15,40,1,25,40,6,45,26822
29,52,1,25,40,6,38,22364
15,35,1,25,40,6,45,27655
4,32,5,25,100,12,45,33382
25,21,2,25,40,9,37,33637
1,57,1,25,60,6,37,20872
6,21,5,25,40,12,40,33766
24,24,1,25,40,6,37,22650
14,30,2,25,60,9,42,21356
29,33,1,25,40,6,39,33907
26,31,5,25,40,12,35,26925
29,33,2,25,40,9,36,33345
23,38,1,25,60,6,40,22601
12,45,2,25,40,9,39,31251
19,50,2,25,60,9,44,33603
14,49,2,25,40,9,39,32011
9,23,5,25,60,12,41,34045
13,42,1,25,40,6,41,31197
17,23,1,25,40,6,39,28335
15,53,1,25,40,6,38,31122
27,60,0,25,40,0,44,25365
22,27,5,25,40,12,39,20707
11,33,1,25,40,6,37,22552
23,18,0,25,100,0,43,27258
30,37,2,25,40,9,45,23388
24,19,1,25,40,6,37,33292
10,40,5,25,40,12,37,21236
10,46,1,25,60,6,43,22373
29,19,1,25,40,6,36,33249
62,55,8,50,100,15,44,62945
45,49,8,50,100,15,39,53157
63,59,12,100,100,16,45,67952
40,25,8,50,60,15,41,51442
42,26,8,50,100,15,38,61958
47,36,12,50,60,16,41,55281
67,32,8,50,100,15,44,60616
48,55,8,50,100,15,40,43741
58,36,12,50,60,16,45,65647
50,42,8,100,60,15,44,69110
52,39,8,50,100,15,41,68301
56,44,12,50,60,16,41,44982
59,27,8,50,60,15,43,42375
69,33,12,50,100,16,44,52924
62,53,8,50,60,15,41,54352
63,34,8,100,60,15,38,51086
53,49,12,50,100,16,43,40231
63,38,8,50,60,15,42,46646
42,37,8,50,60,15,43,69888
70,35,12,50,100,16,40,60426
48,27,8,50,100,15,44,40987
68,46,8,50,100,15,43,53821
59,25,12,100,60,16,44,47941
48,36,8,50,60,15,45,51233
65,25,12,50,100,16,45,55263
44,35,12,50,60,16,42,54365
53,60,8,50,60,15,44,68842
65,28,8,50,100,15,44,49587
40,47,12,50,100,16,40,47930
48,59,8,50,60,15,42,47999
80,44,16,100,100,18,45,87645
88,55,20,100,100,23,42,76179
75,36,16,50,100,18,45,76275
91,29,20,100,40,23,45,81115
93,31,16,100,100,18,44,79106
89,46,20,100,100,23,44,97062
79,39,16,100,100,18,42,112794
88,44,20,100,40,23,44,86468
85,28,16,100,100,18,45,111769
91,46,20,100,100,23,43,92271
81,57,16,50,100,18,43,81020
92,37,20,100,40,23,42,78114
89,56,16,100,100,18,44,87499
90,59,20,100,100,23,45,89150
76,31,16,100,40,18,45,87830
89,53,20,100,100,23,42,85763
87,54,16,100,100,18,45,100760
88,51,20,100,60,23,44,109646
81,48,16,100,100,18,45,74453
79,36,20,50,60,23,43,71557
87,31,16,100,100,18,45,92807
83,60,16,100,100,18,44,84264
76,44,20,100,100,23,44,96959
91,43,20,100,100,23,44,75509
90,44,16,50,100,18,44,88128
71,28,20,100,100,23,43,91207
89,36,16,100,100,18,45,90338
75,37,20,100,100,23,43,87938
87,39,16,100,100,18,42,84850
94,31,20,100,100,23,43,91800
